Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Monthly_Income,Salary_Band,Tenure_Years,Tenure_Band,Job_Satisfaction,Work_Life_Balance,Overtime,Distance_From_Home,Performance_Rating,Training_Times_Last_Year,Promotion_Last_2_Years,Attrition,Attrition_Flag
E0220,41,Male,Sales,Sales Representative,Below College,Single,39774,Medium,5,4-7 Years,4,1,Yes,28,4,6,No,Yes,1
E0221,31,Female,Research & Development,R&D Manager,Below College,Married,37253,Medium,1,0-1 Year,3,4,No,9,3,2,No,No,0
E0222,24,Male,Sales,Account Manager,Bachelor,Married,38630,Medium,0,0-1 Year,3,3,No,21,3,2,No,No,0
E0223,45,Male,Sales,Sales Representative,Below College,Single,45963,Medium,8,8+ Years,3,2,No,24,3,3,No,No,0
E0224,27,Female,Finance,Accountant,College,Single,84291,High,5,4-7 Years,4,3,No,17,3,1,No,Yes,1
E0225,50,Female,Operations,Operations Manager,Below College,Married,46763,Medium,5,4-7 Years,2,3,Yes,14,4,2,No,Yes,1
E0226,24,Male,Customer Support,Customer Success Manager,Doctorate,Divorced,31014,Low,1,0-1 Year,4,3,No,14,3,6,No,Yes,1
E0227,43,Male,Customer Support,Team Lead,Doctorate,Single,51724,Medium,0,0-1 Year,3,2,Yes,11,3,0,No,No,0
E0228,37,Male,Operations,Process Lead,Below College,Married,24665,Low,0,0-1 Year,4,4,No,14,4,3,No,No,0
E0229,38,Male,Customer Support,Customer Success Manager,Bachelor,Married,57305,Medium,4,4-7 Years,3,3,Yes,5,3,4,No,Yes,1
E0230,22,Male,Research & Development,R&D Manager,College,Single,72708,High,0,0-1 Year,2,2,No,30,4,3,No,No,0
E0231,43,Female,Operations,Operations Manager,Master,Single,74094,High,7,4-7 Years,3,1,No,20,4,5,Yes,Yes,1
E0232,29,Female,Research & Development,R&D Manager,Below College,Single,72603,High,5,4-7 Years,3,4,No,22,3,4,No,No,0
E0233,31,Male,Human Resources,HR Executive,Master,Married,67578,Medium,3,2-3 Years,3,2,No,12,4,2,Yes,No,0
E0234,37,Female,Research & Development,Research Scientist,College,Single,62599,Medium,0,0-1 Year,4,2,No,3,4,0,No,Yes,1
E0235,33,Male,Research & Development,R&D Manager,College,Married,81942,High,8,8+ Years,3,3,No,26,3,3,No,Yes,1
E0236,25,Female,Operations,Operations Manager,Master,Single,98571,High,15,8+ Years,1,3,Yes,27,3,0,No,No,0
E0237,37,Female,Customer Support,Customer Success Manager,Master,Married,32005,Low,0,0-1 Year,2,1,No,14,4,3,No,Yes,1
E0238,44,Male,Operations,Operations Executive,Doctorate,Single,37203,Medium,6,4-7 Years,4,4,No,4,4,3,Yes,No,0
E0239,45,Female,Operations,Operations Manager,Doctorate,Single,47887,Medium,2,2-3 Years,1,4,No,22,4,3,No,No,0
E0240,44,Male,Customer Support,Customer Success Manager,College,Divorced,40866,Medium,0,0-1 Year,4,2,No,3,4,2,No,Yes,1
E0241,29,Male,Human Resources,Payroll Specialist,Master,Married,52315,Medium,3,2-3 Years,4,1,No,28,3,2,Yes,Yes,1
E0242,40,Female,Sales,Sales Executive,Doctorate,Single,53969,Medium,16,8+ Years,2,4,No,11,3,0,No,No,0
E0243,33,Male,Research & Development,R&D Manager,College,Married,66252,Medium,7,4-7 Years,3,3,Yes,27,3,6,No,Yes,1
E0244,42,Female,Human Resources,Payroll Specialist,Doctorate,Single,53859,Medium,1,0-1 Year,4,2,No,15,4,1,No,No,0
E0245,23,Female,Sales,Regional Manager,College,Married,54847,Medium,3,2-3 Years,1,4,Yes,27,3,4,No,Yes,1
E0246,26,Male,Sales,Account Manager,Doctorate,Single,78879,High,19,8+ Years,2,3,No,13,4,2,No,No,0
E0247,29,Female,Research & Development,R&D Manager,Bachelor,Married,31512,Low,5,4-7 Years,3,3,Yes,30,3,5,No,No,0
E0248,24,Male,Operations,Logistics Coordinator,College,Married,45763,Medium,3,2-3 Years,3,4,No,26,3,0,Yes,Yes,1
E0249,35,Female,IT,Data Analyst,Doctorate,Married,88180,High,7,4-7 Years,1,3,Yes,27,3,4,No,No,0
E0250,33,Female,Research & Development,R&D Manager,Bachelor,Married,60556,Medium,2,2-3 Years,3,1,No,1,4,1,No,No,0
E0251,37,Male,Operations,Operations Manager,College,Married,18000,Low,1,0-1 Year,1,2,Yes,6,4,0,No,Yes,1
E0252,42,Male,Sales,Account Manager,Below College,Married,68900,Medium,13,8+ Years,3,1,Yes,25,4,4,No,No,0
E0253,20,Female,Customer Support,Team Lead,Doctorate,Single,33782,Low,1,0-1 Year,4,1,No,12,3,1,No,Yes,1
E0254,39,Female,Human Resources,HR Executive,Doctorate,Divorced,50952,Medium,1,0-1 Year,2,1,No,22,4,3,No,Yes,1
E0255,46,Male,Operations,Operations Executive,Doctorate,Divorced,37670,Medium,2,2-3 Years,4,4,No,2,3,5,Yes,No,0
E0256,36,Female,Human Resources,HR Executive,College,Married,59871,Medium,1,0-1 Year,1,2,No,18,4,5,No,No,0
E0257,37,Male,Sales,Account Manager,Master,Single,46158,Medium,0,0-1 Year,1,2,Yes,30,3,3,No,Yes,1
E0258,26,Male,Operations,Operations Executive,Master,Single,45422,Medium,7,4-7 Years,1,3,No,30,3,2,No,No,0
E0259,24,Female,Research & Development,Research Scientist,Below College,Married,65488,Medium,0,0-1 Year,3,2,No,10,3,6,No,No,0
E0260,34,Male,Human Resources,Recruiter,College,Married,50025,Medium,4,4-7 Years,1,3,No,7,4,5,No,No,0
E0261,35,Female,Sales,Account Manager,College,Married,66888,Medium,8,8+ Years,4,1,No,10,3,2,Yes,No,0
E0262,42,Female,Operations,Operations Manager,Master,Single,77557,High,11,8+ Years,4,3,No,20,3,5,No,No,0
E0263,34,Male,Sales,Account Manager,College,Single,64714,Medium,6,4-7 Years,3,2,No,22,4,3,No,No,0
E0264,42,Female,Finance,Financial Analyst,Doctorate,Married,29461,Low,0,0-1 Year,3,1,No,24,3,0,No,No,0
E0265,42,Female,Research & Development,Lab Technician,Below College,Single,55190,Medium,3,2-3 Years,4,2,No,12,3,6,No,No,0
E0266,25,Female,Research & Development,Research Scientist,Master,Divorced,47649,Medium,8,8+ Years,2,2,No,15,3,4,No,No,0
E0267,35,Male,IT,Software Engineer,Below College,Married,92233,High,0,0-1 Year,1,2,No,17,4,2,No,No,0
E0268,50,Female,IT,Data Analyst,College,Single,110126,High,5,4-7 Years,3,2,Yes,13,3,2,No,Yes,1
E0269,37,Male,Human Resources,HR Manager,Doctorate,Single,44732,Medium,7,4-7 Years,1,2,No,15,3,0,No,Yes,1
E0270,29,Male,Operations,Operations Executive,College,Single,39050,Medium,2,2-3 Years,4,4,Yes,7,3,5,No,No,0
E0271,37,Female,Sales,Sales Executive,Doctorate,Divorced,40500,Medium,0,0-1 Year,4,1,No,29,4,5,No,Yes,1
E0272,41,Female,IT,IT Manager,College,Single,109616,High,4,4-7 Years,2,3,No,6,4,2,No,No,0
E0273,20,Female,Sales,Sales Representative,Below College,Married,42873,Medium,1,0-1 Year,2,4,No,29,3,0,No,No,0
E0274,42,Male,Human Resources,Recruiter,Master,Single,33542,Low,0,0-1 Year,4,4,No,12,4,5,No,No,0
E0275,28,Male,Research & Development,Research Scientist,Doctorate,Married,80604,High,7,4-7 Years,1,3,No,20,4,3,No,Yes,1
E0276,30,Male,Sales,Sales Executive,Master,Married,65440,Medium,8,8+ Years,1,2,No,14,3,2,No,No,0
E0277,24,Male,Operations,Process Lead,College,Married,41595,Medium,0,0-1 Year,3,3,Yes,25,4,5,No,Yes,1
E0278,41,Female,Research & Development,Lab Technician,Below College,Married,86788,High,7,4-7 Years,1,2,No,13,4,0,No,No,0
E0279,26,Female,Sales,Sales Representative,College,Married,68325,Medium,6,4-7 Years,4,3,No,23,4,0,No,No,0
E0280,33,Female,Customer Support,Customer Success Manager,Master,Single,45768,Medium,4,4-7 Years,2,2,No,22,3,1,No,Yes,1
E0281,29,Male,Research & Development,Product Analyst,Doctorate,Divorced,68497,Medium,0,0-1 Year,1,3,No,24,4,4,No,Yes,1
E0282,43,Female,IT,IT Manager,Doctorate,Divorced,60842,Medium,1,0-1 Year,1,1,No,17,3,0,No,No,0
E0283,44,Male,Research & Development,Product Analyst,College,Single,69870,Medium,7,4-7 Years,4,4,No,29,3,0,No,No,0
E0284,36,Male,Operations,Operations Manager,Bachelor,Married,37697,Medium,2,2-3 Years,3,2,No,10,3,5,No,Yes,1
E0285,39,Male,Research & Development,R&D Manager,College,Single,111621,High,13,8+ Years,2,2,Yes,24,3,2,Yes,No,0
E0286,44,Female,Operations,Operations Executive,College,Married,46504,Medium,5,4-7 Years,1,4,No,12,3,3,No,No,0
E0287,23,Male,IT,Data Analyst,Master,Divorced,89537,High,0,0-1 Year,1,3,No,13,4,6,No,No,0
E0288,39,Female,Research & Development,Research Scientist,College,Single,70086,High,4,4-7 Years,3,2,No,18,3,2,No,No,0
E0289,28,Female,Research & Development,R&D Manager,College,Single,78769,High,2,2-3 Years,2,1,No,24,3,1,No,No,0
E0290,38,Male,Research & Development,Research Scientist,Bachelor,Married,125294,High,25,8+ Years,3,4,No,10,3,6,No,Yes,1
E0291,27,Female,Research & Development,Research Scientist,Doctorate,Single,70456,High,2,2-3 Years,3,3,No,1,3,2,No,No,0
E0292,26,Female,Sales,Account Manager,Master,Married,65282,Medium,3,2-3 Years,1,4,No,20,3,5,No,No,0
E0293,35,Male,Finance,Auditor,Bachelor,Married,50182,Medium,0,0-1 Year,3,3,Yes,23,3,5,No,No,0
E0294,29,Male,Operations,Process Lead,Below College,Divorced,51316,Medium,0,0-1 Year,3,1,No,7,3,0,No,No,0
E0295,20,Male,Sales,Regional Manager,College,Single,38712,Medium,0,0-1 Year,4,3,Yes,8,3,2,No,No,0
E0296,38,Female,Sales,Account Manager,Doctorate,Married,41805,Medium,3,2-3 Years,3,4,No,5,4,5,No,No,0
E0297,41,Male,Research & Development,R&D Manager,College,Married,53022,Medium,1,0-1 Year,3,3,Yes,14,3,2,No,No,0
E0298,22,Male,Research & Development,Product Analyst,College,Married,61605,Medium,3,2-3 Years,4,3,No,20,3,0,No,No,0
E0299,36,Male,Sales,Regional Manager,College,Single,37162,Medium,0,0-1 Year,3,3,No,21,4,6,No,Yes,1
E0300,29,Male,Research & Development,Product Analyst,Below College,Single,59873,Medium,4,4-7 Years,1,2,Yes,2,4,0,Yes,No,0
E0301,39,Female,Research & Development,Lab Technician,Master,Divorced,66722,Medium,2,2-3 Years,4,3,No,15,3,0,No,Yes,1
E0302,41,Female,Sales,Regional Manager,Below College,Married,71154,High,1,0-1 Year,1,1,No,25,4,3,No,No,0
E0303,20,Male,Sales,Sales Executive,Below College,Single,43866,Medium,2,2-3 Years,2,1,No,24,4,4,Yes,Yes,1
E0304,39,Female,Customer Support,Support Executive,College,Married,38363,Medium,2,2-3 Years,3,1,Yes,13,4,0,No,No,0
E0305,34,Male,Research & Development,Research Scientist,Doctorate,Married,91436,High,5,4-7 Years,1,1,No,12,3,5,No,No,0
E0306,36,Female,Customer Support,Team Lead,Master,Married,27619,Low,1,0-1 Year,3,2,No,9,4,3,No,No,0
E0307,27,Male,Sales,Sales Representative,Doctorate,Married,47383,Medium,3,2-3 Years,2,1,No,17,3,2,No,No,0
E0308,42,Male,Research & Development,Lab Technician,Doctorate,Married,49401,Medium,2,2-3 Years,3,1,No,22,4,6,No,No,0
E0309,31,Male,Research & Development,Product Analyst,Master,Married,60897,Medium,3,2-3 Years,2,2,Yes,28,3,0,No,No,0
E0310,39,Female,Human Resources,HR Manager,Master,Single,55321,Medium,6,4-7 Years,2,4,Yes,30,4,0,No,No,0
E0311,44,Male,Customer Support,Customer Success Manager,College,Single,46401,Medium,3,2-3 Years,3,1,No,7,4,0,Yes,Yes,1
E0312,24,Male,Finance,Accountant,Master,Single,51535,Medium,2,2-3 Years,4,1,No,6,4,4,No,No,0
E0313,20,Female,IT,Data Analyst,Master,Divorced,54809,Medium,3,2-3 Years,4,3,No,20,3,4,Yes,No,0
E0314,36,Male,Research & Development,Product Analyst,Bachelor,Single,63805,Medium,1,0-1 Year,2,3,Yes,1,3,1,No,No,0
E0315,41,Female,IT,System Admin,Below College,Married,82156,High,0,0-1 Year,2,2,Yes,9,4,0,No,Yes,1
E0316,40,Female,Operations,Process Lead,Master,Divorced,77768,High,5,4-7 Years,1,3,No,2,4,4,No,No,0
E0317,37,Female,Research & Development,Research Scientist,College,Single,61913,Medium,5,4-7 Years,1,4,No,2,3,0,No,No,0
E0318,47,Male,Sales,Regional Manager,Bachelor,Married,48387,Medium,4,4-7 Years,4,3,Yes,26,3,1,No,No,0
E0319,34,Female,Sales,Regional Manager,Below College,Married,38414,Medium,0,0-1 Year,4,4,No,21,3,4,No,Yes,1
E0320,25,Female,Research & Development,Product Analyst,Bachelor,Single,97305,High,0,0-1 Year,4,3,No,12,3,2,No,No,0
E0321,27,Male,Finance,Auditor,Bachelor,Divorced,64999,Medium,12,8+ Years,3,2,Yes,25,4,0,Yes,No,0
E0322,30,Female,Sales,Sales Executive,Below College,Divorced,61978,Medium,2,2-3 Years,2,2,No,18,3,2,No,No,0
E0323,33,Male,Research & Development,Research Scientist,Bachelor,Married,69909,Medium,1,0-1 Year,3,1,No,15,3,0,No,No,0
E0324,29,Male,Customer Support,Support Executive,Below College,Divorced,59757,Medium,2,2-3 Years,1,3,No,16,4,4,Yes,No,0
E0325,29,Male,Sales,Account Manager,Master,Single,55901,Medium,0,0-1 Year,3,3,No,21,3,4,No,Yes,1
E0326,52,Female,Customer Support,Support Executive,College,Married,29341,Low,1,0-1 Year,4,2,No,3,4,4,No,No,0
E0327,27,Male,Research & Development,Lab Technician,Doctorate,Single,75897,High,4,4-7 Years,2,2,No,21,3,4,No,No,0
E0328,55,Male,IT,IT Manager,Below College,Single,68550,Medium,0,0-1 Year,2,3,No,3,3,5,No,No,0
E0329,40,Female,Operations,Process Lead,Doctorate,Married,55098,Medium,6,4-7 Years,3,2,No,25,3,1,Yes,No,0
E0330,34,Female,Finance,Accountant,College,Married,58515,Medium,0,0-1 Year,2,4,No,23,3,1,No,Yes,1
E0331,34,Female,Research & Development,Product Analyst,Master,Married,60792,Medium,1,0-1 Year,2,2,No,3,3,3,No,Yes,1
E0332,32,Male,Customer Support,Team Lead,Doctorate,Married,48458,Medium,6,4-7 Years,3,4,No,20,4,4,No,No,0
E0333,35,Male,Sales,Regional Manager,Bachelor,Single,86716,High,25,8+ Years,4,1,No,18,3,6,No,No,0
E0334,25,Male,Operations,Logistics Coordinator,Doctorate,Married,57516,Medium,4,4-7 Years,2,4,Yes,27,3,0,No,No,0
E0335,33,Female,Sales,Regional Manager,Below College,Single,52934,Medium,3,2-3 Years,2,4,No,3,3,5,No,No,0
E0336,31,Male,Sales,Regional Manager,College,Married,51829,Medium,6,4-7 Years,2,4,No,18,3,6,Yes,No,0
E0337,34,Female,Customer Support,Support Executive,Below College,Single,34551,Low,1,0-1 Year,4,3,No,21,3,1,No,No,0
E0338,33,Male,Research & Development,Product Analyst,Doctorate,Married,79496,High,10,8+ Years,4,4,Yes,14,3,4,No,No,0
E0339,38,Other,Customer Support,Support Executive,Doctorate,Single,46727,Medium,5,4-7 Years,1,3,Yes,11,4,0,Yes,Yes,1
E0340,47,Male,Finance,Accountant,College,Married,53214,Medium,2,2-3 Years,3,3,Yes,12,4,6,Yes,No,0
E0341,30,Male,Sales,Account Manager,Doctorate,Single,58241,Medium,1,0-1 Year,1,1,Yes,19,4,5,No,No,0
E0342,20,Male,IT,Data Analyst,Below College,Single,88627,High,1,0-1 Year,4,4,No,16,4,4,No,Yes,1
E0343,33,Female,Sales,Sales Executive,Below College,Married,43637,Medium,4,4-7 Years,1,3,No,12,3,5,Yes,No,0
E0344,34,Male,Research & Development,R&D Manager,College,Married,57113,Medium,2,2-3 Years,1,2,No,7,3,2,No,Yes,1
E0345,41,Male,Human Resources,Payroll Specialist,Bachelor,Married,36444,Medium,2,2-3 Years,4,1,No,27,3,4,No,Yes,1
E0346,38,Female,Customer Support,Team Lead,Bachelor,Married,54516,Medium,9,8+ Years,4,2,No,19,3,1,No,No,0
E0347,25,Male,Operations,Logistics Coordinator,Below College,Single,56748,Medium,1,0-1 Year,3,2,No,17,3,0,No,Yes,1
E0348,39,Female,Research & Development,Research Scientist,College,Married,26109,Low,0,0-1 Year,4,3,No,25,3,6,No,No,0
E0349,21,Male,Sales,Sales Executive,Below College,Married,50032,Medium,0,0-1 Year,1,1,No,11,3,0,No,No,0
E0350,30,Male,Finance,Finance Manager,Doctorate,Single,48704,Medium,1,0-1 Year,3,4,No,22,3,1,No,No,0
E0351,24,Male,Human Resources,Recruiter,Below College,Single,39879,Medium,1,0-1 Year,2,1,No,10,3,2,No,Yes,1
E0352,40,Female,Sales,Sales Executive,Master,Married,62273,Medium,6,4-7 Years,4,3,No,10,3,1,No,No,0
E0353,40,Female,Finance,Financial Analyst,Bachelor,Married,28476,Low,3,2-3 Years,4,4,No,8,4,1,No,No,0
E0354,32,Male,Customer Support,Team Lead,Below College,Single,42123,Medium,3,2-3 Years,4,2,No,10,4,4,No,No,0
E0355,36,Female,Research & Development,Research Scientist,Doctorate,Married,44941,Medium,2,2-3 Years,2,2,No,16,3,2,Yes,No,0
E0356,32,Female,Customer Support,Customer Success Manager,Below College,Single,39164,Medium,5,4-7 Years,4,1,No,19,3,2,No,No,0
E0357,28,Male,Finance,Auditor,Master,Single,74593,High,0,0-1 Year,2,1,Yes,25,3,1,No,No,0
E0358,29,Male,Sales,Account Manager,Bachelor,Single,75324,High,5,4-7 Years,4,3,No,3,3,4,No,No,0
E0359,44,Male,IT,Software Engineer,Doctorate,Single,104333,High,19,8+ Years,3,1,Yes,8,3,4,No,No,0
E0360,28,Male,Sales,Sales Representative,Master,Married,49879,Medium,2,2-3 Years,4,2,No,10,4,5,Yes,Yes,1
E0361,43,Male,Finance,Accountant,Below College,Single,69799,Medium,2,2-3 Years,4,2,No,15,3,4,No,No,0
E0362,32,Male,Finance,Accountant,Doctorate,Married,66545,Medium,13,8+ Years,1,1,No,19,3,2,Yes,Yes,1
E0363,30,Female,IT,Data Analyst,Below College,Married,91528,High,11,8+ Years,4,1,Yes,22,3,6,No,No,0
E0364,27,Female,Research & Development,Product Analyst,Master,Married,58617,Medium,2,2-3 Years,3,3,No,6,3,4,No,Yes,1
E0365,30,Male,Finance,Financial Analyst,Bachelor,Married,55161,Medium,6,4-7 Years,4,1,Yes,5,3,6,No,Yes,1
E0366,20,Male,Sales,Sales Executive,College,Single,33609,Low,3,2-3 Years,2,3,No,26,4,3,Yes,No,0
E0367,40,Female,Finance,Accountant,College,Married,36658,Medium,2,2-3 Years,4,2,No,7,3,6,No,Yes,1
E0368,29,Male,Research & Development,Product Analyst,Bachelor,Divorced,100062,High,6,4-7 Years,4,4,No,16,3,4,No,No,0
E0369,42,Female,IT,Software Engineer,College,Married,87457,High,2,2-3 Years,3,3,No,9,3,0,No,No,0
E0370,22,Male,Operations,Operations Manager,College,Single,48123,Medium,2,2-3 Years,1,1,No,1,3,4,Yes,Yes,1
E0371,44,Female,Sales,Sales Executive,College,Married,70719,High,11,8+ Years,1,1,Yes,3,4,1,No,No,0
E0372,36,Male,Customer Support,Customer Success Manager,Below College,Single,52712,Medium,5,4-7 Years,4,3,Yes,25,3,5,No,Yes,1
E0373,40,Male,Research & Development,R&D Manager,College,Single,76059,High,8,8+ Years,1,4,Yes,30,3,3,Yes,No,0
E0374,44,Female,Finance,Financial Analyst,Master,Single,42257,Medium,0,0-1 Year,3,4,Yes,1,4,1,No,Yes,1
E0375,42,Female,Research & Development,R&D Manager,Master,Married,54596,Medium,3,2-3 Years,4,4,No,14,3,5,No,Yes,1
E0376,30,Male,Sales,Account Manager,College,Married,54264,Medium,0,0-1 Year,1,3,No,18,4,2,No,No,0
E0377,45,Male,Sales,Sales Executive,Below College,Single,43044,Medium,1,0-1 Year,1,3,No,16,3,5,No,Yes,1
E0378,31,Male,Operations,Operations Manager,Doctorate,Single,52720,Medium,3,2-3 Years,4,1,No,2,3,2,No,No,0
E0379,33,Male,Research & Development,Lab Technician,College,Married,49375,Medium,0,0-1 Year,4,1,No,16,4,4,No,Yes,1
E0380,35,Male,Finance,Finance Manager,Master,Single,55909,Medium,4,4-7 Years,1,1,No,4,3,6,No,No,0
E0381,25,Female,Research & Development,Lab Technician,College,Single,104227,High,1,0-1 Year,2,3,Yes,3,3,1,No,Yes,1
E0382,43,Female,Research & Development,Research Scientist,Bachelor,Married,93833,High,5,4-7 Years,2,1,No,29,3,0,Yes,No,0
E0383,32,Female,Research & Development,Product Analyst,Bachelor,Married,59968,Medium,5,4-7 Years,4,2,No,6,3,0,No,Yes,1
E0384,29,Male,Research & Development,Research Scientist,Master,Single,95780,High,21,8+ Years,3,2,No,15,4,5,Yes,Yes,1
E0385,32,Male,Human Resources,Recruiter,College,Single,47938,Medium,5,4-7 Years,4,3,No,11,3,6,No,No,0
E0386,30,Male,Customer Support,Team Lead,College,Single,37438,Medium,1,0-1 Year,3,4,No,7,4,2,No,Yes,1
E0387,29,Male,Operations,Operations Manager,Bachelor,Married,58948,Medium,3,2-3 Years,4,2,No,7,4,3,Yes,Yes,1
E0388,32,Female,IT,System Admin,Doctorate,Married,81494,High,4,4-7 Years,1,4,No,15,3,6,No,No,0
E0389,47,Male,IT,System Admin,Doctorate,Single,95384,High,3,2-3 Years,4,4,No,9,3,3,No,No,0
E0390,31,Female,IT,Software Engineer,Doctorate,Married,114312,High,23,8+ Years,1,4,No,17,3,6,No,No,0
E0391,38,Female,Operations,Process Lead,Below College,Married,46627,Medium,1,0-1 Year,1,1,No,16,3,1,No,No,0
E0392,36,Male,IT,IT Manager,Bachelor,Married,34065,Low,2,2-3 Years,3,4,No,23,3,6,No,No,0
E0393,30,Female,Research & Development,R&D Manager,Bachelor,Married,46557,Medium,4,4-7 Years,1,3,Yes,24,4,4,No,Yes,1
E0394,30,Female,Research & Development,Research Scientist,College,Married,77258,High,4,4-7 Years,2,2,Yes,11,3,0,No,No,0
E0395,26,Female,Operations,Operations Manager,Doctorate,Married,77804,High,3,2-3 Years,1,1,No,12,3,3,No,No,0
E0396,23,Male,Customer Support,Team Lead,Bachelor,Divorced,23543,Low,0,0-1 Year,4,1,Yes,3,3,1,No,Yes,1
E0397,20,Female,Sales,Sales Representative,College,Single,45592,Medium,0,0-1 Year,2,4,No,12,3,5,No,Yes,1
E0398,28,Male,Customer Support,Customer Success Manager,Bachelor,Single,31409,Low,2,2-3 Years,3,4,No,19,3,4,No,Yes,1
E0399,35,Female,Sales,Account Manager,College,Single,58822,Medium,1,0-1 Year,2,3,No,10,3,1,No,No,0
E0400,36,Female,IT,System Admin,Master,Divorced,123293,High,25,8+ Years,4,3,No,12,3,4,No,No,0
E0401,30,Female,Human Resources,Recruiter,Bachelor,Married,40744,Medium,0,0-1 Year,2,4,No,30,3,0,No,No,0
E0402,47,Male,Research & Development,R&D Manager,Master,Married,101480,High,25,8+ Years,4,3,No,23,3,3,No,No,0
E0403,30,Female,Finance,Accountant,Doctorate,Married,57259,Medium,0,0-1 Year,2,3,No,7,3,4,No,No,0
E0404,29,Male,Research & Development,Product Analyst,Master,Single,108751,High,14,8+ Years,3,4,No,5,4,3,No,No,0
E0405,37,Male,Customer Support,Support Executive,College,Married,67396,Medium,6,4-7 Years,4,3,No,6,4,3,No,No,0
E0406,43,Male,Sales,Regional Manager,College,Married,47478,Medium,2,2-3 Years,4,1,No,1,3,2,No,No,0
E0407,31,Male,Sales,Regional Manager,Master,Single,73586,High,8,8+ Years,3,4,No,18,4,1,Yes,No,0
E0408,25,Male,Sales,Account Manager,Bachelor,Married,61291,Medium,5,4-7 Years,1,3,Yes,16,4,0,No,No,0
E0409,48,Female,Finance,Auditor,Bachelor,Single,54020,Medium,2,2-3 Years,1,3,No,6,3,1,No,Yes,1
E0410,40,Male,Research & Development,R&D Manager,Bachelor,Single,75344,High,5,4-7 Years,2,2,Yes,25,3,6,Yes,No,0
E0411,42,Male,Research & Development,R&D Manager,College,Single,89352,High,8,8+ Years,3,3,Yes,25,3,2,No,No,0
E0412,22,Male,Customer Support,Customer Success Manager,Master,Single,23562,Low,0,0-1 Year,1,1,No,27,3,0,No,Yes,1
E0413,20,Female,Customer Support,Customer Success Manager,Below College,Single,32133,Low,0,0-1 Year,1,2,Yes,5,4,1,No,Yes,1
E0414,46,Male,Research & Development,Research Scientist,Below College,Single,88663,High,7,4-7 Years,1,1,Yes,26,3,4,Yes,Yes,1
E0415,38,Female,Operations,Operations Executive,Doctorate,Single,62505,Medium,11,8+ Years,3,1,Yes,3,3,5,No,Yes,1
E0416,34,Male,Customer Support,Customer Success Manager,Below College,Married,49082,Medium,0,0-1 Year,1,2,No,23,3,2,No,Yes,1
E0417,26,Male,IT,IT Manager,Below College,Divorced,93056,High,2,2-3 Years,2,3,No,13,3,4,No,Yes,1
E0418,34,Male,Human Resources,Payroll Specialist,Doctorate,Divorced,30885,Low,4,4-7 Years,3,4,Yes,4,3,3,No,No,0
E0419,35,Male,Research & Development,Product Analyst,Below College,Married,84312,High,9,8+ Years,3,2,No,1,4,3,No,No,0
E0420,26,Female,Sales,Regional Manager,Master,Single,23126,Low,6,4-7 Years,2,1,No,12,4,2,Yes,Yes,1
E0421,35,Male,Operations,Logistics Coordinator,Below College,Single,31868,Low,4,4-7 Years,4,3,No,16,3,3,No,No,0
E0422,36,Male,Research & Development,Product Analyst,Doctorate,Married,103176,High,0,0-1 Year,1,4,No,22,3,1,No,Yes,1
E0423,28,Female,Finance,Financial Analyst,Below College,Married,44579,Medium,3,2-3 Years,3,4,No,16,3,4,No,No,0
E0424,28,Female,IT,Software Engineer,Master,Married,84974,High,2,2-3 Years,1,2,No,18,3,6,No,Yes,1
E0425,25,Male,Human Resources,HR Executive,Bachelor,Married,43473,Medium,4,4-7 Years,4,4,No,18,4,4,Yes,No,0
E0426,33,Male,Operations,Logistics Coordinator,Master,Married,49841,Medium,0,0-1 Year,3,1,No,25,4,2,No,No,0
E0427,34,Male,Research & Development,Lab Technician,Doctorate,Married,94286,High,4,4-7 Years,1,3,No,4,3,0,No,No,0
E0428,42,Male,IT,Data Analyst,Doctorate,Married,72822,High,0,0-1 Year,4,3,No,19,3,3,No,No,0
E0429,28,Male,Customer Support,Customer Success Manager,College,Divorced,51377,Medium,2,2-3 Years,4,1,No,27,4,1,No,No,0
E0430,31,Male,Finance,Financial Analyst,Doctorate,Married,42380,Medium,4,4-7 Years,4,4,Yes,7,3,0,No,No,0
E0431,24,Female,Research & Development,Product Analyst,Doctorate,Married,77805,High,1,0-1 Year,2,4,No,7,3,6,No,No,0
E0432,45,Female,Customer Support,Team Lead,Below College,Married,29518,Low,0,0-1 Year,4,2,Yes,8,3,5,No,Yes,1
E0433,33,Male,Finance,Auditor,Master,Married,67596,Medium,0,0-1 Year,2,4,No,8,3,1,No,No,0
E0434,20,Female,Human Resources,Payroll Specialist,Below College,Divorced,55825,Medium,1,0-1 Year,3,3,Yes,22,3,5,No,No,0
E0435,31,Female,Sales,Sales Executive,Doctorate,Single,54755,Medium,0,0-1 Year,3,1,No,13,4,5,No,No,0
E0436,30,Female,IT,Data Analyst,Below College,Divorced,77390,High,4,4-7 Years,3,3,No,27,3,3,No,No,0
E0437,28,Female,Sales,Account Manager,Bachelor,Married,55782,Medium,4,4-7 Years,3,1,No,11,3,3,No,No,0
E0438,34,Female,Research & Development,R&D Manager,Doctorate,Married,89371,High,17,8+ Years,1,2,No,9,3,2,No,No,0
E0439,20,Female,Customer Support,Team Lead,Master,Married,53856,Medium,2,2-3 Years,2,3,No,7,4,1,No,No,0
E0440,43,Male,Customer Support,Team Lead,Master,Single,47237,Medium,14,8+ Years,4,3,No,23,3,6,Yes,Yes,1
